name,pokedex_number,abilities,typing,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape,number_pokemon_with_typing,normal_attack_effectiveness,fire_attack_effectiveness,water_attack_effectiveness,electric_attack_effectiveness,grass_attack_effectiveness,ice_attack_effectiveness,fighting_attack_effectiveness,poison_attack_effectiveness,ground_attack_effectiveness,fly_attack_effectiveness,psychic_attack_effectiveness,bug_attack_effectiveness,rock_attack_effectiveness,ghost_attack_effectiveness,dragon_attack_effectiveness,dark_attack_effectiveness,steel_attack_effectiveness,fairy_attack_effectiveness
Golbat,42,Inner Focus~Infiltrator,Poison~Flying,75,80,70,65,75,90,16,550,Bat Pokémon,1,0.5,False,False,False,False,True,False,159,90,Flying,15.0,70,True,Zubat,Purple,Wings,3.0,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
Oddish,43,Chlorophyll~Run Away,Grass~Poison,45,50,55,75,65,30,5,54,Weed Pokémon,1,0.5,False,False,False,False,True,False,64,255,Grass,20.0,70,True,,Blue,Legs,15.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Gloom,44,Chlorophyll~Stench,Grass~Poison,60,65,70,85,75,40,8,86,Weed Pokémon,1,0.5,False,False,False,False,True,False,138,120,Grass,20.0,70,True,Oddish,Blue,Humanoid,15.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Vileplume,45,Chlorophyll~Effect Spore,Grass~Poison,75,80,85,110,90,50,12,186,Flower Pokémon,1,0.5,False,False,False,False,True,False,221,45,Grass,20.0,70,False,Gloom,Red,Humanoid,15.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Paras,46,Effect Spore~Dry Skin~Damp,Bug~Grass,35,70,55,45,55,25,3,54,Mushroom Pokémon,1,0.5,False,False,False,False,True,False,57,190,Bug~Grass,20.0,70,True,,Red,Armor,6.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
Parasect,47,Effect Spore~Dry Skin~Damp,Bug~Grass,60,95,80,60,80,30,10,295,Mushroom Pokémon,1,0.5,False,False,False,False,True,False,142,75,Bug~Grass,20.0,70,False,Paras,Red,Armor,6.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
Venonat,48,Compound Eyes~Tinted Lens~Run Away,Bug~Poison,60,55,50,40,55,45,10,300,Insect Pokémon,1,0.5,False,False,False,False,True,False,61,190,Bug,20.0,70,True,,Purple,Humanoid,13.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Venomoth,49,Shield Dust~Tinted Lens~Wonder Skin,Bug~Poison,70,65,60,90,75,90,15,125,Poison Moth Pokémon,1,0.5,False,False,False,False,True,False,158,75,Bug,20.0,70,False,Venonat,Purple,Bug-Wings,13.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Diglett,50,Sand Veil~Arena Trap~Sand Force,Ground,10,55,25,35,45,95,2,8,Mole Pokémon,1,0.5,False,False,False,False,True,False,53,255,Field,20.0,70,True,,Brown,Blob,17.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Diglett Alola,50,Sand Veil~Tangling Hair~Sand Force,Ground~Steel,10,55,30,35,45,90,2,10,Mole Pokémon,1,0.5,False,False,False,False,False,False,53,255,Field,20.0,70,True,,Brown,Blob,6.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
Dugtrio,51,Sand Veil~Arena Trap~Sand Force,Ground,35,100,50,50,70,120,7,333,Mole Pokémon,1,0.5,False,False,False,False,True,False,149,50,Field,20.0,70,False,Diglett,Brown,Heads,17.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Dugtrio Alola,51,Sand Veil~Tangling Hair~Sand Force,Ground~Steel,35,100,60,50,70,110,7,666,Mole Pokémon,1,0.5,False,False,False,False,False,False,149,50,Field,20.0,70,False,Diglett,Brown,Heads,6.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
Meowth,52,Pickup~Technician~Unnerve,Normal,40,45,35,40,40,90,4,42,Scratch Cat Pokémon,1,0.5,False,False,False,False,True,False,58,255,Field,20.0,70,True,,Yellow,Quadruped,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Meowth Alola,52,Pickup~Technician~Rattled,Dark,40,35,35,50,40,90,4,42,Scratch Cat Pokémon,1,0.5,False,False,False,False,False,False,58,255,Field,20.0,70,True,,Yellow,Quadruped,14.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Meowth Galar,52,Pickup~Tough Claws~Unnerve,Steel,50,65,55,40,40,40,4,75,Scratch Cat Pokémon,1,0.5,False,False,False,False,False,False,58,255,Field,20.0,70,True,,Yellow,Quadruped,11.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
Meowth Gmax,52,Pickup~Technician~Unnerve,Normal,40,45,35,40,40,90,330,10000,Scratch Cat Pokémon,1,0.5,False,False,False,False,False,False,58,255,Field,20.0,70,True,,Yellow,Quadruped,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Persian,53,Limber~Technician~Unnerve,Normal,65,70,60,65,65,115,10,320,Classy Cat Pokémon,1,0.5,False,False,False,False,True,False,154,90,Field,20.0,70,False,Meowth,Yellow,Quadruped,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Persian Alola,53,Fur Coat~Technician~Rattled,Dark,65,60,60,75,65,115,11,330,Classy Cat Pokémon,1,0.5,False,False,False,False,False,False,154,90,Field,20.0,70,False,Meowth,Yellow,Quadruped,14.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Psyduck,54,Damp~Cloud Nine~Swift Swim,Water,50,52,48,65,50,55,8,196,Duck Pokémon,1,0.5,False,False,False,False,True,False,64,190,Water 1~Field,20.0,70,True,,Yellow,Upright,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Golduck,55,Damp~Cloud Nine~Swift Swim,Water,80,82,78,95,80,85,17,766,Duck Pokémon,1,0.5,False,False,False,False,True,False,175,75,Water 1~Field,20.0,70,False,Psyduck,Blue,Upright,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Mankey,56,Vital Spirit~Anger Point~Defiant,Fighting,40,80,35,35,45,70,5,280,Pig Monkey Pokémon,1,0.5,False,False,False,False,True,False,61,190,Field,20.0,70,True,,Brown,Upright,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Primeape,57,Vital Spirit~Anger Point~Defiant,Fighting,65,105,60,60,70,95,10,320,Pig Monkey Pokémon,1,0.5,False,False,False,False,True,False,159,75,Field,20.0,70,False,Mankey,Brown,Upright,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Growlithe,58,Intimidate~Flash Fire~Justified,Fire,55,70,45,70,50,60,7,190,Puppy Pokémon,1,0.25,False,False,False,False,True,False,70,190,Field,20.0,70,True,,Brown,Quadruped,34.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Arcanine,59,Intimidate~Flash Fire~Justified,Fire,90,110,80,100,80,95,19,1550,Legendary Pokémon,1,0.25,False,False,False,False,True,False,194,75,Field,20.0,70,False,Growlithe,Brown,Quadruped,34.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Poliwag,60,Water Absorb~Damp~Swift Swim,Water,40,50,40,40,40,90,6,124,Tadpole Pokémon,1,0.5,False,False,False,False,True,False,60,255,Water 1,20.0,70,True,,Blue,Legs,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Poliwhirl,61,Water Absorb~Damp~Swift Swim,Water,65,65,65,50,50,90,10,200,Tadpole Pokémon,1,0.5,False,False,False,False,True,False,135,120,Water 1,20.0,70,True,Poliwag,Blue,Humanoid,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Poliwrath,62,Water Absorb~Damp~Swift Swim,Water~Fighting,90,95,95,70,90,70,13,540,Tadpole Pokémon,1,0.5,False,False,False,False,True,False,230,45,Water 1,20.0,70,False,Poliwhirl,Blue,Humanoid,4.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0
Abra,63,Synchronize~Inner Focus~Magic Guard,Psychic,25,20,15,105,55,90,9,195,Psi Pokémon,1,0.25,False,False,False,False,True,False,62,200,Human-Like,20.0,70,True,,Brown,Upright,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Kadabra,64,Synchronize~Inner Focus~Magic Guard,Psychic,40,35,30,120,70,105,13,565,Psi Pokémon,1,0.25,False,False,False,False,True,False,140,100,Human-Like,20.0,70,True,Abra,Brown,Upright,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Alakazam,65,Synchronize~Inner Focus~Magic Guard,Psychic,55,50,45,135,95,120,15,480,Psi Pokémon,1,0.25,False,False,False,False,True,True,225,50,Human-Like,20.0,70,False,Kadabra,Brown,Humanoid,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Alakazam Mega,65,Trace,Psychic,55,50,65,175,105,150,12,480,Psi Pokémon,1,0.25,False,False,False,False,False,True,270,50,Human-Like,20.0,70,False,Kadabra,Brown,Humanoid,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Machop,66,Guts~No Guard~Steadfast,Fighting,70,80,50,35,35,35,8,195,Superpower Pokémon,1,0.25,False,False,False,False,True,False,61,180,Human-Like,20.0,70,True,,Gray,Upright,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Machoke,67,Guts~No Guard~Steadfast,Fighting,80,100,70,50,60,45,15,705,Superpower Pokémon,1,0.25,False,False,False,False,True,False,142,90,Human-Like,20.0,70,True,Machop,Gray,Humanoid,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Machamp,68,Guts~No Guard~Steadfast,Fighting,90,130,80,65,85,55,16,1300,Superpower Pokémon,1,0.25,False,False,False,False,True,False,227,45,Human-Like,20.0,70,False,Machoke,Gray,Humanoid,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Machamp Gmax,68,Guts~No Guard~Steadfast,Fighting,90,130,80,65,85,55,250,10000,Superpower Pokémon,1,0.25,False,False,False,False,False,False,227,45,Human-Like,20.0,70,False,Machoke,Gray,Humanoid,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Bellsprout,69,Chlorophyll~Gluttony,Grass~Poison,50,75,35,70,30,40,7,40,Flower Pokémon,1,0.5,False,False,False,False,True,False,60,255,Grass,20.0,70,True,,Green,Humanoid,15.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Weepinbell,70,Chlorophyll~Gluttony,Grass~Poison,65,90,50,85,45,55,10,64,Flycatcher Pokémon,1,0.5,False,False,False,False,True,False,137,120,Grass,20.0,70,True,Bellsprout,Green,Blob,15.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Victreebel,71,Chlorophyll~Gluttony,Grass~Poison,80,105,65,100,70,70,17,155,Flycatcher Pokémon,1,0.5,False,False,False,False,True,False,221,45,Grass,20.0,70,False,Weepinbell,Green,Blob,15.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Tentacool,72,Clear Body~Liquid Ooze~Rain Dish,Water~Poison,40,40,35,50,100,70,9,455,Jellyfish Pokémon,1,0.5,False,False,False,False,True,False,67,190,Water 3,20.0,70,True,,Blue,Tentacles,6.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Tentacruel,73,Clear Body~Liquid Ooze~Rain Dish,Water~Poison,80,70,65,80,120,100,16,550,Jellyfish Pokémon,1,0.5,False,False,False,False,True,False,180,60,Water 3,20.0,70,False,Tentacool,Blue,Tentacles,6.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Geodude,74,Rock Head~Sturdy~Sand Veil,Rock~Ground,40,80,100,30,30,20,4,200,Rock Pokémon,1,0.5,False,False,False,False,True,False,60,255,Mineral,15.0,70,True,,Brown,Arms,9.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Geodude Alola,74,Magnet Pull~Sturdy~Galvanize,Rock~Electric,40,80,100,30,30,20,4,203,Rock Pokémon,1,0.5,False,False,False,False,False,False,60,255,Mineral,15.0,70,True,,Brown,Arms,3.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Graveler,75,Rock Head~Sturdy~Sand Veil,Rock~Ground,55,95,115,45,45,35,10,1050,Rock Pokémon,1,0.5,False,False,False,False,True,False,137,120,Mineral,15.0,70,True,Geodude,Brown,Humanoid,9.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Graveler Alola,75,Magnet Pull~Sturdy~Galvanize,Rock~Electric,55,95,115,45,45,35,10,1100,Rock Pokémon,1,0.5,False,False,False,False,False,False,137,120,Mineral,15.0,70,True,Geodude,Brown,Humanoid,3.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Golem,76,Rock Head~Sturdy~Sand Veil,Rock~Ground,80,120,130,55,65,45,14,3000,Megaton Pokémon,1,0.5,False,False,False,False,True,False,223,45,Mineral,15.0,70,False,Graveler,Brown,Humanoid,9.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Golem Alola,76,Magnet Pull~Sturdy~Galvanize,Rock~Electric,80,120,130,55,65,45,17,3160,Megaton Pokémon,1,0.5,False,False,False,False,False,False,223,45,Mineral,15.0,70,False,Graveler,Brown,Humanoid,3.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ponyta,77,Run Away~Flash Fire~Flame Body,Fire,50,85,55,65,65,90,10,300,Fire Horse Pokémon,1,0.5,False,False,False,False,True,False,82,190,Field,20.0,70,True,,Yellow,Quadruped,34.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Ponyta Galar,77,Run Away~Pastel Veil~Anticipation,Psychic,50,85,55,65,65,90,8,240,Fire Horse Pokémon,1,0.5,False,False,False,False,False,False,82,190,Field,20.0,70,True,,Yellow,Quadruped,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Rapidash,78,Run Away~Flash Fire~Flame Body,Fire,65,100,70,80,80,105,17,950,Fire Horse Pokémon,1,0.5,False,False,False,False,True,False,175,60,Field,20.0,70,False,Ponyta,Yellow,Quadruped,34.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Rapidash Galar,78,Run Away~Pastel Veil~Anticipation,Psychic~Fairy,65,100,70,80,80,105,17,800,Fire Horse Pokémon,1,0.5,False,False,False,False,False,False,175,60,Field,20.0,70,False,Ponyta,Yellow,Quadruped,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Slowpoke,79,Oblivious~Own Tempo~Regenerator,Water~Psychic,90,65,65,40,40,15,12,360,Dopey Pokémon,1,0.5,False,False,False,False,True,False,63,190,Monster~Water 1,20.0,70,True,,Pink,Quadruped,6.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
Slowpoke Galar,79,Gluttony~Own Tempo~Regenerator,Psychic,90,65,65,40,40,15,12,360,Dopey Pokémon,1,0.5,False,False,False,False,False,False,63,190,Monster~Water 1,20.0,70,True,,Pink,Quadruped,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Slowbro,80,Oblivious~Own Tempo~Regenerator,Water~Psychic,95,75,110,100,80,30,16,785,Hermit Crab Pokémon,1,0.5,False,False,False,False,True,True,172,75,Monster~Water 1,20.0,70,False,Slowpoke,Pink,Upright,6.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
Slowbro Galar,80,Quick Draw~Own Tempo~Regenerator,Poison~Psychic,95,100,95,100,70,30,16,705,Hermit Crab Pokémon,1,0.5,False,False,False,False,False,True,172,75,Monster~Water 1,20.0,70,False,Slowpoke,Pink,Upright,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5
Slowbro Mega,80,Shell Armor,Water~Psychic,95,75,180,130,80,30,20,1200,Hermit Crab Pokémon,1,0.5,False,False,False,False,False,True,207,75,Monster~Water 1,20.0,70,False,Slowpoke,Pink,Upright,6.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
Magnemite,81,Magnet Pull~Sturdy~Analytic,Electric~Steel,25,35,70,95,55,45,3,60,Magnet Pokémon,1,0.0,True,False,False,False,True,False,65,190,Mineral,20.0,70,True,,Gray,Arms,4.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
Magneton,82,Magnet Pull~Sturdy~Analytic,Electric~Steel,50,60,95,120,70,70,10,600,Magnet Pokémon,1,0.0,True,False,False,False,True,False,163,60,Mineral,20.0,70,True,Magnemite,Gray,Heads,4.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
Farfetchd,83,Keen Eye~Inner Focus~Defiant,Normal~Flying,52,90,55,58,62,60,8,150,Wild Duck Pokémon,1,0.5,False,False,False,False,True,False,132,45,Flying~Field,20.0,70,False,,Brown,Wings,27.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Farfetchd Galar,83,Steadfast~Scrappy,Fighting,52,95,55,58,62,55,8,420,Wild Duck Pokémon,1,0.5,False,False,False,False,False,False,132,45,Flying~Field,20.0,70,False,,Brown,Wings,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Doduo,84,Run Away~Early Bird~Tangled Feet,Normal~Flying,35,85,45,35,35,75,14,392,Twin Bird Pokémon,1,0.5,False,False,False,False,True,False,62,190,Flying,20.0,70,True,,Brown,Legs,27.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Dodrio,85,Run Away~Early Bird~Tangled Feet,Normal~Flying,60,110,70,60,60,110,18,852,Triple Bird Pokémon,1,0.5,False,False,False,False,True,False,165,45,Flying,20.0,70,False,Doduo,Brown,Legs,27.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Seel,86,Thick Fat~Hydration~Ice Body,Water,65,45,55,45,70,45,11,900,Sea Lion Pokémon,1,0.5,False,False,False,False,True,False,65,190,Water 1~Field,20.0,70,True,,White,Fish,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Dewgong,87,Thick Fat~Hydration~Ice Body,Water~Ice,90,70,80,70,95,70,17,1200,Sea Lion Pokémon,1,0.5,False,False,False,False,True,False,166,75,Water 1~Field,20.0,70,False,Seel,White,Fish,7.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Grimer,88,Stench~Sticky Hold~Poison Touch,Poison,80,80,50,40,50,25,9,300,Sludge Pokémon,1,0.5,False,False,False,False,True,False,65,190,Amorphous,20.0,70,True,,Purple,Arms,16.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Grimer Alola,88,Poison Touch~Gluttony~Power Of Alchemy,Poison~Dark,80,80,50,40,50,25,7,420,Sludge Pokémon,1,0.5,False,False,False,False,False,False,65,190,Amorphous,20.0,70,True,,Purple,Arms,5.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
Muk,89,Stench~Sticky Hold~Poison Touch,Poison,105,105,75,65,100,50,12,300,Sludge Pokémon,1,0.5,False,False,False,False,True,False,175,75,Amorphous,20.0,70,False,Grimer,Purple,Arms,16.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Muk Alola,89,Poison Touch~Gluttony~Power Of Alchemy,Poison~Dark,105,105,75,65,100,50,10,520,Sludge Pokémon,1,0.5,False,False,False,False,False,False,175,75,Amorphous,20.0,70,False,Grimer,Purple,Arms,5.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
Shellder,90,Shell Armor~Skill Link~Overcoat,Water,30,65,100,45,25,40,3,40,Bivalve Pokémon,1,0.5,False,False,False,False,True,False,61,190,Water 3,20.0,70,True,,Purple,Ball,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Cloyster,91,Shell Armor~Skill Link~Overcoat,Water~Ice,50,95,180,85,45,70,15,1325,Bivalve Pokémon,1,0.5,False,False,False,False,True,False,184,60,Water 3,20.0,70,False,Shellder,Purple,Ball,7.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Gastly,92,Levitate,Ghost~Poison,30,35,30,100,35,80,13,1,Gas Pokémon,1,0.5,False,False,False,False,True,False,62,190,Amorphous,20.0,70,True,,Purple,Ball,4.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
Haunter,93,Levitate,Ghost~Poison,45,50,45,115,55,95,16,1,Gas Pokémon,1,0.5,False,False,False,False,True,False,142,90,Amorphous,20.0,70,True,Gastly,Purple,Arms,4.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
Gengar,94,Cursed Body,Ghost~Poison,60,65,60,130,75,110,15,405,Shadow Pokémon,1,0.5,False,False,False,False,True,True,225,45,Amorphous,20.0,70,False,Haunter,Purple,Upright,4.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
Gengar Gmax,94,Cursed Body,Ghost~Poison,60,65,60,130,75,110,200,10000,Shadow Pokémon,1,0.5,False,False,False,False,False,True,225,45,Amorphous,20.0,70,False,Haunter,Purple,Upright,4.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
Gengar Mega,94,Shadow Tag,Ghost~Poison,60,65,80,170,95,130,14,405,Shadow Pokémon,1,0.5,False,False,False,False,False,True,270,45,Amorphous,20.0,70,False,Haunter,Purple,Upright,4.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
